,Country ID,Predicted Power Level
0,0,56.96322148372008
1,1,79.54854584655284
2,2,74.47511982578902
3,3,53.27109727144121
4,4,74.20486147317462
5,5,76.72621706828083
6,6,71.84127338118887
7,7,84.60873796956207
8,8,80.92860560930288
9,9,71.40398697815755
10,10,71.95784315307665
11,11,77.0445062715887
12,12,67.31336862483937
13,13,73.64527137624039
14,14,73.50345244218971
15,15,80.1383984705565
16,16,67.53451097309295
17,17,60.20899575259695
18,18,65.4845483370943
19,19,71.95543494740642
20,20,72.90784094761116
21,21,65.25802901982155
22,22,77.38596226119496
23,23,76.63280589809068
24,24,75.58349025137649
25,25,61.65021200120806
26,26,62.14376495772345
27,27,59.530222119407455
28,28,70.89761351765382
29,29,65.8863768248898
30,30,52.544661110887986
31,31,77.91215212014633
32,32,43.939639632131346
33,33,47.843866732336906
34,34,77.39005767577599
35,35,71.48404673585328
36,36,69.12998218532404
37,37,63.88141595827067
38,38,54.61250244340302
39,39,70.63724666644235
40,40,76.4468162200815
41,41,70.33510912911932
42,42,74.9812613717341
43,43,75.52154264064016
44,44,71.84126159588651
45,45,62.058359269850925
46,46,82.10489569445417
47,47,55.82596277238734
48,48,71.36405249627302
49,49,72.35380810477437
50,50,71.193704831181
51,51,69.56744494693484
52,52,57.422055601813724
53,53,57.47956917018237
54,54,76.46573257359191
55,55,57.483173150334615
56,56,72.90510753986523
57,57,79.37950356885659
58,58,78.3189815839979
59,59,56.839201007198895
60,60,58.54801834982851
61,61,71.321848044248
62,62,82.05570938054284
63,63,63.28630798608867
64,64,78.89202176192487
65,65,73.66669456058905
66,66,59.49871435593661
67,67,57.77653311320482
68,68,56.17896154833268
69,69,63.645390939841306
70,70,64.86072435230754
71,71,68.36804919481467
72,72,76.10054734694542
73,73,84.18939237985491
74,74,67.35253492216803
75,75,66.34258989261383
76,76,76.3339643597916
77,77,67.45381196249838
78,78,81.40959193005234
79,79,79.49204225705458
80,80,79.54009628808113
81,81,70.63328455307958
82,82,78.81993536423765
83,83,74.24226953678694
84,84,70.10176663948441
85,85,57.53414463050408
86,86,66.08165293775909
87,87,75.83636103417699
88,88,69.37430651335463
89,89,66.44678615233532
90,90,77.65894231862276
91,91,69.87896736202484
92,92,40.03914233880104
93,93,59.26090508281406
94,94,74.24161083442947
95,95,77.37140615401793
96,96,78.21394504106524
97,97,66.35223309461459
98,98,52.21301544079411
99,99,68.12486701783007
100,100,71.72951503187917
101,101,56.04666170129106
102,102,81.21551087833706
103,103,64.95604338671104
104,104,71.10769506184573
105,105,73.36906375649414
106,106,68.81796148556373
107,107,72.03372014680056
108,108,78.22600814301325
109,109,71.44833209362592
110,110,48.19377324721097
111,111,62.551277809637256
112,112,61.95097675148563
113,113,64.71908439471387
114,114,83.12143905112009
115,115,81.57525887730603
116,116,71.10651112741827
117,117,58.21207385890049
118,118,35.955716292276406
119,119,80.65575201494276
120,120,76.23139071084385
121,121,63.09351378583535
122,122,71.37515511537492
123,123,62.59988278580498
124,124,68.5634729506174
125,125,70.46139566374548
126,126,63.42759830653332
127,127,80.35984682518725
128,128,81.47154660133732
129,129,77.26834762482889
130,130,73.00050476592857
131,131,69.39882547655803
132,132,74.54919894496409
133,133,71.97179499809764
134,134,65.3628456120201
135,135,71.20494910800328
136,136,73.24501596500144
137,137,71.22039551244472
138,138,69.31336467085355
139,139,78.2363723610134
140,140,65.90731128653222
141,141,72.44641723123529
142,142,70.04865676862441
143,143,58.8359962014725
144,144,79.51437475201102
145,145,79.63960165645443
146,146,75.79972062496812
147,147,65.13727370708844
148,148,59.99611151985556
149,149,58.552125938545075
150,150,45.64262310216294
151,151,82.08762456719546
152,152,69.6686788579292
153,153,61.816479793035306
154,154,72.40338029130429
155,155,47.76398401946548
156,156,80.3860385053733
157,157,78.52725461459225
158,158,61.5534740945751
159,159,66.38014367571284
160,160,73.0048416464364
161,161,73.09889922433766
162,162,68.08422472328368
163,163,59.52689923351628
164,164,70.95219884216577
165,165,75.43040453183663
166,166,78.96059740927554
167,167,75.8052512132454
168,168,66.44123761718707
169,169,54.98501078131058
170,170,68.98211898260621
171,171,74.33676400739724
172,172,74.80760965703114
173,173,62.42211869188147
174,174,76.56358716136553
175,175,78.07095334039973
176,176,68.64510957687814
177,177,70.7191814046917
178,178,72.2458166306162
179,179,70.5787475333013
180,180,63.90565252064701
181,181,59.12357350583595
182,182,52.41564123696281
